categoria,split,tipo,imagen,estado,x0,y0,x1,y1,sam_x0,sam_y0,sam_x1,sam_y1,t_sam_ms
toothbrush,train,good,000.png,ROI_OK,0,0,1023,1023,323,51,701,1023,9883.8
toothbrush,train,good,001.png,ROI_OK,0,0,1023,1023,324,53,702,1023,10552.1
toothbrush,train,good,002.png,ROI_OK,0,0,1023,1023,321,52,702,1023,10926.3
toothbrush,train,good,003.png,ROI_OK,0,0,1023,1023,323,52,702,1023,10736.1
toothbrush,train,good,004.png,ROI_OK,0,0,1023,1023,322,52,702,1023,10187.0
toothbrush,train,good,005.png,ROI_OK,0,0,1023,1023,324,51,702,1023,9769.5
toothbrush,train,good,006.png,ROI_OK,0,0,1023,1023,321,50,704,1023,10014.8
toothbrush,train,good,007.png,ROI_OK,0,0,1023,1023,323,53,703,1023,10109.1
toothbrush,train,good,008.png,ROI_OK,0,0,1023,1023,321,50,704,1023,10009.3
toothbrush,train,good,009.png,ROI_OK,0,0,1023,1023,324,52,703,1023,10209.4
toothbrush,train,good,010.png,ROI_OK,0,0,1023,1023,325,51,703,1023,10376.1
toothbrush,train,good,011.png,ROI_OK,0,0,1023,1023,323,52,702,1023,10512.3
toothbrush,train,good,012.png,ROI_OK,0,0,1023,1023,324,53,703,1023,10095.4
toothbrush,train,good,013.png,ROI_OK,0,0,1023,1023,323,52,702,1023,9977.3
toothbrush,train,good,014.png,ROI_OK,0,0,1023,1023,321,51,702,1023,10113.3
toothbrush,train,good,015.png,ROI_OK,0,0,1023,1023,321,50,703,1023,10279.8
toothbrush,train,good,016.png,ROI_OK,0,0,1023,1023,323,53,702,1023,9724.1
toothbrush,train,good,017.png,ROI_OK,0,0,1023,1023,322,52,703,1023,10065.4
toothbrush,train,good,018.png,ROI_OK,0,0,1023,1023,320,51,703,1023,10303.6
toothbrush,train,good,019.png,ROI_OK,0,0,1023,1023,323,52,701,1023,10252.4
toothbrush,train,good,020.png,ROI_OK,0,0,1023,1023,324,52,702,1023,9914.3
toothbrush,train,good,021.png,ROI_OK,0,0,1023,1023,324,53,702,1023,10098.2
toothbrush,train,good,022.png,ROI_OK,0,0,1023,1023,321,50,703,1023,10331.8
toothbrush,train,good,023.png,ROI_OK,0,0,1023,1023,321,52,702,1023,10243.9
toothbrush,train,good,024.png,ROI_OK,0,0,1023,1023,324,52,701,1023,10075.1
toothbrush,train,good,025.png,ROI_OK,0,0,1023,1023,322,52,702,1023,10199.1
toothbrush,train,good,026.png,ROI_OK,0,0,1023,1023,324,51,704,1023,10214.9
toothbrush,train,good,027.png,ROI_OK,0,0,1023,1023,322,52,702,1023,10138.0
toothbrush,train,good,028.png,ROI_OK,0,0,1023,1023,323,51,702,1023,9983.2
toothbrush,train,good,029.png,ROI_OK,0,0,1023,1023,323,52,702,1023,10227.5
toothbrush,train,good,030.png,ROI_OK,0,0,1023,1023,324,51,702,1023,10125.0
toothbrush,train,good,031.png,ROI_OK,0,0,1023,1023,323,52,701,1023,10107.3
toothbrush,train,good,032.png,ROI_OK,0,0,1023,1023,323,52,700,1023,9790.8
toothbrush,train,good,033.png,ROI_OK,0,0,1023,1023,323,52,702,1023,10249.5
toothbrush,train,good,034.png,ROI_OK,0,0,1023,1023,322,51,702,1023,10173.7
toothbrush,train,good,035.png,ROI_OK,0,0,1023,1023,323,51,700,1023,9915.0
toothbrush,train,good,036.png,ROI_OK,0,0,1023,1023,322,51,701,1023,9985.2
toothbrush,train,good,037.png,ROI_OK,0,0,1023,1023,322,51,702,1023,10234.0
toothbrush,train,good,038.png,ROI_OK,0,0,1023,1023,323,51,703,1023,10325.8
toothbrush,train,good,039.png,ROI_OK,0,0,1023,1023,323,52,702,1023,9939.8
toothbrush,train,good,040.png,ROI_OK,0,0,1023,1023,322,52,702,1023,9990.5
toothbrush,train,good,041.png,ROI_OK,0,0,1023,1023,321,51,702,1023,10203.7
toothbrush,train,good,042.png,ROI_OK,0,0,1023,1023,322,51,701,1023,10179.5
toothbrush,train,good,043.png,ROI_OK,0,0,1023,1023,323,51,702,1023,10048.0
toothbrush,train,good,044.png,ROI_OK,0,0,1023,1023,323,51,703,1023,10092.2
toothbrush,train,good,045.png,ROI_OK,0,0,1023,1023,323,51,702,1023,10193.7
toothbrush,train,good,046.png,ROI_OK,0,0,1023,1023,322,52,702,1023,10182.0
toothbrush,train,good,047.png,ROI_OK,0,0,1023,1023,322,52,702,1023,9939.1
toothbrush,train,good,048.png,ROI_OK,0,0,1023,1023,322,51,702,1023,10051.0
toothbrush,train,good,049.png,ROI_OK,0,0,1023,1023,323,51,702,1023,10182.6
toothbrush,train,good,050.png,ROI_OK,0,0,1023,1023,322,51,702,1023,10056.5
toothbrush,train,good,051.png,ROI_OK,0,0,1023,1023,322,52,701,1023,9905.6
toothbrush,train,good,052.png,ROI_OK,0,0,1023,1023,321,51,703,1023,10231.6
toothbrush,train,good,053.png,ROI_OK,0,0,1023,1023,322,52,703,1023,10327.0
toothbrush,train,good,054.png,ROI_OK,0,0,1023,1023,321,50,703,1023,10125.7
toothbrush,train,good,055.png,ROI_OK,0,0,1023,1023,323,52,701,1023,9929.3
toothbrush,train,good,056.png,ROI_OK,0,0,1023,1023,323,51,703,1023,10082.6
toothbrush,train,good,057.png,ROI_OK,0,0,1023,1023,321,51,702,1023,10232.6
toothbrush,train,good,058.png,ROI_OK,0,0,1023,1023,323,52,702,1023,9980.2
toothbrush,train,good,059.png,ROI_OK,0,0,1023,1023,323,51,702,1023,9867.7
toothbrush,test,defective,000.png,ROI_OK,0,0,1023,1023,249,52,703,1023,10409.6
toothbrush,test,defective,001.png,ROI_OK,0,0,1023,1023,323,52,702,1023,10286.4
toothbrush,test,defective,002.png,ROI_OK,0,0,1023,1023,322,51,702,1023,10217.1
toothbrush,test,defective,003.png,ROI_OK,0,0,1023,1023,323,52,703,1023,9866.2
toothbrush,test,defective,004.png,ROI_OK,0,0,1023,1023,324,52,703,1023,10292.1
toothbrush,test,defective,005.png,ROI_OK,0,0,1023,1023,323,51,702,1023,10214.3
toothbrush,test,defective,006.png,ROI_OK,0,0,1023,1023,323,52,702,1023,9993.6
toothbrush,test,defective,007.png,ROI_OK,0,0,1023,1023,323,52,702,1023,10117.6
toothbrush,test,defective,008.png,ROI_OK,0,0,1023,1023,323,51,703,1023,10246.0
toothbrush,test,defective,009.png,ROI_OK,0,0,1023,1023,324,57,706,1023,10352.6
toothbrush,test,defective,010.png,ROI_OK,0,0,1023,1023,290,53,726,1023,10019.2
toothbrush,test,defective,011.png,ROI_OK,0,0,1023,1023,322,50,702,1023,10115.9
toothbrush,test,defective,012.png,ROI_OK,0,0,1023,1023,322,30,702,1023,10158.6
toothbrush,test,defective,013.png,ROI_OK,0,0,1023,1023,323,52,702,1023,10232.6
toothbrush,test,defective,014.png,ROI_OK,0,0,1023,1023,323,14,702,1023,9909.9
toothbrush,test,defective,015.png,ROI_OK,0,0,1023,1023,323,52,703,1023,10008.6
toothbrush,test,defective,016.png,ROI_OK,0,0,1023,1023,241,52,703,1023,10546.7
toothbrush,test,defective,017.png,ROI_OK,0,0,1023,1023,322,51,789,1023,10489.0
toothbrush,test,defective,018.png,ROI_OK,0,0,1023,1023,322,52,701,1023,10174.1
toothbrush,test,defective,019.png,ROI_OK,0,0,1023,1023,322,50,754,1023,10109.7
toothbrush,test,defective,020.png,ROI_OK,0,0,1023,1023,320,52,703,1023,10132.2
toothbrush,test,defective,021.png,ROI_OK,0,0,1023,1023,322,51,702,1023,10212.9
toothbrush,test,defective,022.png,ROI_OK,0,0,1023,1023,285,54,741,1023,9968.4
toothbrush,test,defective,023.png,ROI_OK,0,0,1023,1023,263,52,702,1023,10097.6
toothbrush,test,defective,024.png,ROI_OK,0,0,1023,1023,323,51,703,1023,10313.5
toothbrush,test,defective,025.png,ROI_OK,0,0,1023,1023,290,51,703,1023,10149.5
toothbrush,test,defective,026.png,ROI_OK,0,0,1023,1023,282,52,703,1023,9948.8
toothbrush,test,defective,027.png,ROI_OK,0,0,1023,1023,321,50,703,1023,10024.0
toothbrush,test,defective,028.png,ROI_OK,0,0,1023,1023,323,51,702,1023,10159.1
toothbrush,test,defective,029.png,ROI_OK,0,0,1023,1023,319,51,723,1023,10209.9
toothbrush,test,good,000.png,ROI_OK,0,0,1023,1023,322,52,703,1023,10068.7
toothbrush,test,good,001.png,ROI_OK,0,0,1023,1023,322,52,702,1023,10183.9
toothbrush,test,good,002.png,ROI_OK,0,0,1023,1023,323,51,703,1023,10288.3
toothbrush,test,good,003.png,ROI_OK,0,0,1023,1023,322,53,702,1023,10078.8
toothbrush,test,good,004.png,ROI_OK,0,0,1023,1023,323,52,702,1023,9851.3
toothbrush,test,good,005.png,ROI_OK,0,0,1023,1023,322,52,702,1023,10134.0
toothbrush,test,good,006.png,ROI_OK,0,0,1023,1023,323,51,703,1023,10319.3
toothbrush,test,good,007.png,ROI_OK,0,0,1023,1023,323,52,704,1023,10218.7
toothbrush,test,good,008.png,ROI_OK,0,0,1023,1023,322,51,703,1023,9949.2
toothbrush,test,good,009.png,ROI_OK,0,0,1023,1023,321,51,702,1023,9993.8
toothbrush,test,good,010.png,ROI_OK,0,0,1023,1023,322,51,704,1023,10195.9
toothbrush,test,good,011.png,ROI_OK,0,0,1023,1023,322,52,701,1023,10026.5
